CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
3392,20,27,9,2,4,993,30,True,False,False,False,True
13553,42,60,22,5,13,234,26,True,False,True,False,True
9015,45,56,23,9,22,659,30,False,False,False,False,True
20651,29,57,3,9,21,404,8,False,False,False,True,False
27039,44,48,11,9,5,176,11,False,False,False,False,True
20826,44,21,22,9,7,658,26,False,True,False,False,False
47786,21,42,22,7,19,686,6,False,False,False,False,False
22778,62,50,19,6,8,872,6,False,False,True,False,False
21239,25,10,23,10,11,789,27,True,True,False,False,False
7672,23,28,9,3,16,495,14,True,True,False,False,True
39437,57,40,14,3,4,515,29,True,False,False,False,False
55801,47,31,5,10,26,305,26,True,False,False,True,False
42903,27,19,3,2,23,623,11,False,False,True,False,False
5793,53,14,8,5,27,881,25,True,False,True,False,True
27513,31,17,29,8,25,891,5,True,False,True,False,False
15898,24,41,10,1,29,690,26,True,False,True,False,True
61997,63,46,1,9,16,884,6,True,False,True,True,False
30182,57,53,4,7,23,526,12,False,False,True,False,False
57358,47,25,11,6,18,280,19,False,True,False,True,False
46411,37,12,2,7,13,219,16,False,False,True,False,False
17881,26,18,18,2,10,282,15,True,False,True,True,False
18170,20,50,24,5,11,760,3,False,True,False,True,False
29283,24,23,4,5,16,359,10,False,False,False,False,False
53871,60,26,4,9,10,341,12,True,False,True,False,True
58019,65,27,23,1,24,347,18,False,False,False,False,True
5406,50,52,9,1,13,181,8,True,False,True,False,True
34937,44,19,9,3,30,993,5,True,False,True,False,True
34436,26,14,21,1,20,640,5,False,True,False,True,False
17378,49,52,7,1,7,270,13,False,False,True,True,False
21502,51,15,26,6,20,488,25,True,False,True,False,False
53232,30,33,13,6,26,497,24,False,True,False,True,False
52874,54,46,17,5,27,565,3,True,False,True,True,False
45378,28,51,21,2,20,196,11,False,True,False,False,False
57791,59,26,26,7,29,483,11,False,False,True,False,False
55670,59,59,5,7,13,650,30,True,False,False,False,True
1842,33,18,27,10,30,971,18,True,False,False,True,False
50315,43,24,21,9,25,497,21,False,False,True,True,False
21839,35,6,5,0,3,278,15,True,False,False,False,True
63270,53,32,6,9,20,518,17,True,False,True,False,True
35139,20,18,9,6,12,188,3,True,False,False,True,False
39032,41,24,21,5,20,974,12,False,True,False,False,True
26783,24,19,5,10,11,321,29,False,False,True,True,False
5049,40,17,6,4,22,115,19,False,False,False,True,False
15579,44,54,17,1,15,509,26,False,False,False,False,True
9585,65,9,24,7,12,206,3,False,False,True,False,True
34466,34,14,4,3,26,616,15,False,False,True,False,False
11045,36,8,10,8,8,194,28,False,False,True,False,False
5036,53,41,9,2,4,298,17,True,False,True,True,False
11579,31,27,7,8,24,126,8,False,False,False,True,False
8192,38,47,21,9,6,621,21,True,False,False,False,True
27442,42,40,4,9,20,502,2,False,False,True,False,False
29906,52,51,1,3,25,309,27,False,False,False,False,True
17036,39,6,28,9,22,172,18,False,False,False,False,True
6068,54,32,15,7,1,487,15,True,False,False,False,True
5445,40,9,23,6,29,203,13,False,True,False,False,False
36178,32,42,9,5,11,814,7,True,False,True,True,False
54627,40,34,8,3,29,898,10,False,True,False,True,False
57136,49,27,16,6,26,386,6,True,False,False,False,False
51553,57,51,2,1,24,840,14,False,True,False,True,False
36945,38,39,9,5,29,978,14,True,False,True,True,False
23892,46,12,5,6,21,925,25,True,False,True,True,False
33007,54,22,11,10,23,294,26,False,True,False,True,False
54730,35,44,13,5,21,625,17,True,True,False,False,True
43667,26,47,15,0,16,421,20,True,True,False,True,False
59963,59,28,14,5,25,377,3,True,False,True,False,False
2355,40,10,26,7,24,963,28,False,False,True,False,False
34668,48,21,18,5,16,509,1,False,False,True,False,False
49162,41,17,30,5,22,228,11,False,True,False,False,True
7432,52,31,12,0,29,659,6,False,False,True,False,True
63588,45,44,2,7,19,442,17,True,True,False,False,False
47466,36,52,25,6,21,496,22,True,False,True,False,False
29259,59,18,13,0,17,822,14,False,False,True,False,True
33268,51,25,8,2,1,477,13,True,True,False,True,False
63480,26,48,17,9,30,619,1,False,True,False,False,False
57181,25,54,14,7,29,485,11,True,True,False,True,False
44986,34,23,24,5,2,479,13,False,True,False,False,True
17895,41,36,21,1,23,979,20,False,False,False,False,False
15651,38,13,11,8,3,715,17,False,False,False,True,False
4648,36,55,4,9,27,425,21,True,True,False,False,False
9527,28,60,23,8,28,393,2,True,True,False,False,False
48742,31,12,4,0,24,222,3,False,False,False,False,False
33145,20,17,24,0,15,955,29,False,False,True,True,False
35809,54,36,4,3,30,958,21,True,False,False,False,False
36402,60,55,5,10,6,360,15,False,True,False,False,False
21329,29,58,9,9,4,545,27,True,False,True,True,False
38062,43,50,23,2,14,157,16,True,False,True,False,True
34971,35,28,2,4,22,900,25,True,False,True,False,False
45503,46,55,10,1,3,323,4,False,False,True,True,False
55703,55,48,15,9,27,546,25,True,False,True,False,False
22313,47,41,4,3,1,246,29,False,False,True,False,False
42234,55,2,10,7,10,388,29,True,False,False,False,False
1049,48,25,8,9,12,451,16,False,False,True,False,True
9404,45,37,30,6,10,529,24,True,True,False,False,True
53497,63,47,1,4,24,741,1,True,True,False,False,True
12034,37,11,27,2,1,925,9,True,False,False,False,True
53860,60,39,30,6,29,236,9,True,True,False,False,True
51960,49,57,4,10,16,979,22,True,False,False,False,True
50542,25,39,7,10,28,499,27,True,False,False,True,False
40264,32,13,15,1,30,465,5,False,False,True,False,True
59564,64,32,22,9,27,723,1,False,False,False,True,False
11837,51,25,30,9,25,665,4,True,True,False,True,False
20985,25,51,13,8,25,346,30,False,True,False,True,False
1184,53,13,25,6,30,449,7,False,False,False,True,False
53939,41,30,19,7,17,967,15,True,False,True,False,False
906,51,19,9,0,21,938,3,False,True,False,False,True
41181,53,34,4,1,14,375,10,False,False,False,False,True
57300,65,58,17,1,29,120,7,False,True,False,False,True
31965,22,24,25,10,17,897,12,False,False,True,True,False
32489,21,12,8,8,6,571,6,False,True,False,False,False
9830,34,24,5,9,14,510,9,True,True,False,False,False
36386,48,20,6,3,5,931,25,True,False,True,True,False
5861,37,9,2,6,9,264,19,True,False,True,False,False
34433,59,39,23,5,16,334,24,True,False,True,True,False
54225,18,49,20,1,27,916,19,False,True,False,True,False
9354,20,22,3,9,22,789,27,False,False,False,True,False
27490,48,56,8,4,0,480,23,False,False,True,True,False
5795,31,25,29,7,22,313,20,False,False,True,False,True
28132,47,43,2,4,18,577,10,False,False,False,True,False
834,57,9,26,9,10,416,24,False,True,False,False,False
28283,58,37,3,0,27,366,5,False,False,False,True,False
63759,26,58,21,6,16,642,24,True,True,False,True,False
39227,38,22,25,6,5,946,7,False,True,False,True,False
18276,40,56,23,1,29,431,1,False,False,False,False,True
56907,49,57,29,7,26,384,1,True,True,False,False,False
24361,56,10,21,8,9,562,21,True,False,True,False,False
29391,43,43,7,8,16,147,11,True,True,False,True,False
47278,34,50,17,6,22,902,14,False,False,False,False,True
19026,39,39,22,2,22,853,26,True,True,False,False,True
7622,51,38,25,6,18,768,5,True,True,False,False,False
28323,42,41,12,7,30,530,7,True,False,True,False,False
1704,20,23,17,1,12,436,3,True,False,False,True,False
63272,48,34,20,6,25,110,17,True,False,True,True,False
23736,35,22,15,6,19,535,7,False,True,False,False,False
11125,19,32,20,1,16,985,24,False,False,True,True,False
44791,38,47,3,5,14,600,15,True,False,False,True,False
31432,25,43,26,4,21,787,21,False,True,False,False,False
59317,28,47,11,7,26,554,19,False,True,False,False,True
60434,30,35,2,5,19,288,15,True,False,True,True,False
45209,28,22,24,3,6,208,29,False,False,False,False,False
59647,45,1,1,8,9,395,1,True,True,False,False,False
58152,43,25,18,10,17,538,23,False,False,False,True,False
45950,62,29,17,7,21,221,18,True,False,False,False,False
55192,53,21,12,10,28,869,14,False,True,False,True,False
11057,44,33,29,7,19,316,30,False,False,True,True,False
31139,52,54,29,3,0,869,29,False,True,False,False,True
4421,61,56,16,4,1,404,14,True,True,False,True,False
55138,55,57,26,6,19,432,1,False,False,False,True,False
23240,47,55,21,4,27,880,27,False,False,True,False,True
49262,56,40,10,9,24,791,21,False,False,True,True,False
30074,26,13,20,9,11,372,10,False,False,True,False,True
42787,58,49,10,5,9,936,24,False,True,False,False,True
8937,39,54,23,2,28,232,16,False,False,False,False,True
205,27,29,30,4,3,258,18,True,False,False,False,False
1942,20,11,5,0,4,743,11,True,False,False,False,True
60885,56,28,15,9,21,790,13,False,False,False,True,False
34223,46,38,11,0,29,749,3,True,True,False,True,False
55368,21,59,25,5,21,307,19,False,False,False,False,False
12158,44,22,1,9,0,472,11,True,True,False,False,True
19139,18,6,25,10,18,285,29,True,False,True,False,False
31035,23,28,5,5,3,480,26,False,False,False,True,False
30489,51,56,17,2,2,969,20,True,False,True,False,True
34973,59,3,9,4,18,813,12,True,False,False,True,False
60723,57,6,2,3,17,340,30,False,False,True,False,False
38101,28,57,22,10,25,658,12,False,False,False,True,False
28059,57,14,6,5,16,176,22,True,False,False,False,False
45126,45,54,4,4,18,102,7,False,False,False,False,True
57896,59,56,10,5,27,434,23,False,False,False,False,True
44581,57,3,12,8,21,150,14,True,True,False,False,False
29920,20,19,22,10,4,296,23,True,False,True,False,False
41138,51,58,16,10,10,186,21,False,False,True,True,False
14534,44,6,9,3,14,658,10,True,False,False,False,True
46321,62,55,16,8,23,132,27,False,False,True,True,False
49999,38,44,25,9,28,185,2,False,False,False,False,True
54695,35,25,12,10,28,460,22,True,False,False,False,False
27700,18,20,24,8,1,731,23,False,True,False,False,False
38281,54,53,24,2,29,420,26,False,True,False,False,True
1955,49,42,23,7,19,261,10,False,False,True,True,False
28746,22,27,22,6,29,864,9,False,False,False,False,False
33288,20,14,13,4,29,630,18,False,True,False,True,False
57329,54,19,4,8,13,931,11,False,False,False,True,False
59277,56,33,29,0,27,109,17,False,False,False,False,True
63639,49,58,3,7,27,100,9,False,True,False,False,False
56075,18,41,24,1,24,266,28,False,False,True,False,True
21378,38,7,10,8,30,681,11,False,True,False,True,False
39631,62,35,17,2,9,851,23,True,True,False,False,True
37923,38,56,30,2,27,710,6,True,True,False,False,False
48006,39,28,28,7,17,281,8,True,False,False,True,False
8629,59,3,1,0,22,583,1,True,True,False,False,False
10728,37,24,16,5,3,196,28,False,True,False,True,False
54504,43,33,2,7,21,254,2,True,False,False,False,False
20347,20,4,5,4,30,472,17,False,False,True,False,False
43091,55,2,17,10,6,516,21,True,False,True,False,True
19768,55,5,22,3,19,565,12,False,False,True,False,False
60774,44,23,30,7,26,153,26,False,False,True,False,False
27089,64,27,18,0,16,993,1,True,False,True,True,False
45617,22,28,3,9,13,892,23,True,False,True,False,False
7135,62,31,23,0,17,249,28,True,True,False,True,False
11741,24,24,21,7,10,929,12,True,False,True,False,True
49251,47,56,23,9,18,379,23,True,False,True,False,False
48031,30,13,11,3,27,115,5,False,False,False,False,True
4284,34,20,26,5,4,958,4,False,False,True,False,False
58473,59,54,17,4,28,413,3,False,False,False,False,False
13062,32,56,13,0,15,355,20,False,True,False,True,False
52582,29,25,2,2,22,456,18,False,True,False,False,False
3367,65,30,25,3,8,235,3,False,False,False,False,False
60766,25,39,14,6,16,298,29,False,True,False,True,False
63689,53,27,12,8,30,281,14,False,False,True,False,False
26439,42,54,8,0,15,670,7,True,True,False,False,True
29450,31,41,16,1,3,899,24,False,False,False,False,False
33110,51,60,27,7,21,903,19,True,True,False,False,True
42105,29,30,7,7,11,180,4,False,True,False,True,False
35236,50,35,10,6,22,391,5,True,True,False,False,True
31036,51,41,17,5,14,797,18,False,True,False,False,False
62395,54,23,30,9,22,190,20,False,True,False,True,False
27014,63,52,1,10,20,766,22,False,False,False,False,True
59075,39,53,11,6,16,507,19,False,True,False,False,True
32620,29,57,9,7,12,755,26,False,True,False,False,False
52301,31,51,25,6,26,733,16,True,True,False,True,False
1681,64,54,8,2,15,933,2,True,False,True,False,True
32449,47,19,10,3,6,630,30,False,False,False,False,True
50403,37,32,6,5,22,849,9,True,True,False,False,True
43573,26,29,5,4,0,253,10,False,False,False,True,False
34322,25,9,16,10,0,301,24,True,True,False,True,False
6584,26,27,1,8,19,222,8,False,False,False,True,False
57923,50,33,20,6,25,958,30,True,False,False,True,False
4623,37,50,10,1,19,681,27,False,True,False,True,False
56480,63,37,28,7,24,807,8,False,False,True,False,True
12371,34,13,23,4,18,684,27,False,False,False,True,False
38691,38,49,11,8,10,549,13,False,False,True,True,False
50868,57,53,1,10,21,314,5,True,False,False,True,False
43865,48,60,13,0,17,912,21,True,False,False,True,False
41337,53,42,5,9,2,631,19,True,False,False,False,True
23996,40,8,25,5,3,809,21,True,True,False,True,False
28319,64,36,13,0,22,250,13,False,False,True,False,True
14903,34,54,9,5,14,903,18,True,False,True,False,True
34917,48,12,3,2,7,551,22,False,True,False,False,True
12631,42,50,2,8,6,678,5,False,True,False,False,False
13827,32,21,28,4,4,153,29,False,True,False,True,False
62096,55,23,4,5,20,806,8,False,False,True,True,False
22686,18,42,21,8,30,160,5,True,True,False,False,False
33089,44,15,12,5,9,328,19,True,False,False,False,False
6157,51,48,9,8,23,283,29,True,False,False,False,True
12611,41,56,13,3,4,493,30,True,False,False,False,False
8760,25,44,17,6,17,907,9,True,False,False,False,False
20150,65,29,4,9,4,524,6,True,True,False,False,True
18464,41,50,13,6,21,880,17,True,False,False,False,False
22036,59,58,18,6,26,307,4,False,True,False,False,True
39929,24,59,23,10,14,266,8,True,False,False,False,False
25394,37,43,14,3,23,243,1,False,True,False,False,True
58782,26,17,14,3,26,307,28,False,True,False,False,True
63547,42,60,22,8,30,401,29,False,True,False,False,False
29028,59,1,19,1,1,293,18,False,True,False,False,True
48339,55,35,30,7,21,450,10,False,False,True,False,True
15770,44,54,23,2,30,484,16,True,False,True,False,True
40244,35,24,27,7,25,527,13,True,False,False,True,False
21097,45,9,2,10,26,225,18,False,False,False,True,False
5622,60,21,30,2,11,519,27,False,False,False,False,True
47171,33,6,29,8,29,623,22,False,False,True,True,False
23701,27,8,19,1,20,234,6,False,True,False,False,True
11246,28,48,2,9,1,586,1,True,True,False,False,False
55262,33,2,29,5,22,699,6,False,False,False,True,False
15198,45,2,27,3,7,214,25,False,False,False,False,False
41643,20,22,30,7,9,761,21,True,False,False,False,True
11750,27,50,15,1,26,280,3,True,False,True,True,False
63003,61,54,22,8,28,191,27,True,False,False,False,False
55629,48,26,10,9,16,142,5,True,False,True,False,True
52268,23,38,16,7,18,693,16,True,False,True,False,False
11301,20,34,20,8,9,485,12,True,False,False,False,True
14279,36,60,25,1,13,450,24,False,False,False,False,True
21202,26,10,17,9,25,308,7,False,True,False,True,False
20183,45,7,16,4,13,280,11,False,False,False,False,True
26392,54,19,25,3,19,357,21,False,False,True,False,False
39503,22,14,15,0,12,322,5,False,True,False,False,True
13967,58,59,18,1,16,946,21,True,False,True,True,False
2345,22,45,20,8,1,829,30,False,False,True,True,False
58259,29,29,13,9,19,843,13,False,False,True,True,False
8022,54,8,18,3,16,160,28,True,False,False,False,True
17704,47,53,9,5,17,637,12,True,False,False,False,False
10830,52,4,30,7,13,611,13,False,False,True,False,False
27663,53,12,29,9,23,520,21,True,False,True,False,False
33260,46,11,22,4,4,370,10,False,False,True,False,False
61296,55,54,2,9,9,755,1,True,False,False,False,True
39918,41,50,15,1,9,462,6,False,True,False,False,False
63021,21,30,13,7,21,142,9,True,False,True,False,False
4814,54,26,2,5,7,370,22,True,True,False,False,True
33554,24,2,3,10,9,585,15,False,False,False,False,True
47113,36,49,23,8,18,615,1,False,True,False,True,False
5734,30,44,30,0,17,928,10,False,True,False,True,False
38148,59,24,6,7,21,543,29,False,False,False,False,True
51544,19,31,13,8,28,110,16,False,False,True,True,False
29996,57,60,27,1,8,971,26,True,True,False,False,False
49971,43,32,8,9,24,945,21,False,False,False,False,False
60511,33,39,26,10,22,568,19,True,True,False,True,False
26684,29,38,26,6,8,215,4,False,False,False,True,False
27060,35,49,9,5,12,650,23,False,False,True,True,False
56553,19,33,30,4,22,105,17,False,False,True,True,False
14541,34,39,16,9,3,792,18,False,True,False,True,False
30471,22,52,17,1,29,845,30,False,True,False,False,False
43342,61,10,29,2,23,818,10,False,True,False,True,False
3383,54,7,28,4,9,967,20,False,True,False,False,True
630,24,44,12,9,28,935,9,True,True,False,False,False
21127,34,43,19,2,16,724,22,True,True,False,True,False
32509,47,33,8,8,13,164,7,False,False,False,False,False
41387,64,25,24,4,27,268,10,False,True,False,False,False
59955,50,3,15,10,26,165,28,False,True,False,False,True
43325,26,17,9,4,28,912,12,True,False,False,False,True
60779,63,60,30,5,25,682,12,False,False,True,False,False
9171,27,17,15,10,2,663,29,True,True,False,True,False
42844,50,43,26,8,29,921,10,False,False,False,False,False
44085,41,38,18,8,17,801,18,False,True,False,False,True
22763,50,48,18,4,23,313,12,False,False,False,True,False
582,55,26,21,8,15,710,3,False,False,False,False,True
20764,59,48,29,10,13,847,26,True,True,False,False,False
35814,48,23,29,7,29,332,9,False,True,False,True,False
61529,41,52,15,7,22,445,28,False,False,True,False,False
53826,33,36,12,9,21,196,8,False,False,True,False,False
48829,56,2,5,10,1,292,20,True,True,False,False,False
14770,44,58,21,4,5,215,7,True,False,False,False,False
16346,42,51,21,2,19,140,9,True,False,True,True,False
26187,46,25,5,4,7,646,2,True,True,False,True,False
8429,52,42,1,7,7,943,29,False,True,False,True,False
59867,18,59,20,5,22,474,25,False,True,False,True,False
12979,44,56,18,6,18,385,20,True,True,False,False,False
53208,55,25,3,9,20,525,30,False,False,True,False,True
45974,52,43,5,5,22,223,26,True,False,False,False,True
51652,26,57,7,7,30,696,12,True,True,False,True,False
5072,49,31,15,3,1,232,30,True,False,True,False,False
26921,40,20,14,6,9,978,29,False,False,False,False,True
63805,58,9,5,6,9,916,25,False,False,False,False,False
19474,63,32,14,6,12,423,6,True,False,False,False,True
34043,23,36,2,4,8,548,11,True,True,False,False,True
60423,23,47,7,6,25,597,1,False,True,False,False,True
1929,42,14,14,1,19,982,1,False,False,True,False,True
40372,48,14,19,8,5,572,3,True,False,False,False,False
45868,50,38,5,10,20,264,9,False,False,True,True,False
49692,40,58,21,10,30,788,27,False,False,False,False,True
18347,60,34,20,4,8,508,7,False,False,False,True,False
19864,27,55,27,10,28,937,11,False,False,True,True,False
16619,34,45,20,2,1,296,13,True,False,True,False,False
21539,46,56,25,1,15,559,15,True,False,False,False,True
25586,18,46,29,2,14,327,15,True,False,False,False,False
64251,63,25,21,9,29,781,29,True,False,True,True,False
461,46,30,29,5,10,447,30,True,True,False,False,False
16630,19,17,1,9,23,931,7,False,False,True,False,False
61988,59,27,1,10,8,534,6,True,True,False,False,False
49761,29,49,27,6,17,944,30,False,True,False,False,True
40856,61,1,5,10,25,557,12,True,False,True,False,True
44458,60,17,4,10,9,747,23,False,False,True,False,True
62819,45,39,5,5,27,944,28,False,False,False,False,True
1742,59,59,9,0,12,255,17,False,False,True,False,False
41855,50,8,28,6,5,873,21,True,True,False,True,False
58560,40,57,12,9,17,385,3,True,False,False,False,False
21618,61,44,11,8,25,343,3,True,False,False,False,False
23866,29,55,10,9,10,567,8,False,False,False,True,False
15923,49,35,16,0,27,873,9,False,False,False,True,False
8086,48,10,1,1,15,271,2,True,False,True,False,True
62854,49,55,30,3,21,180,11,False,True,False,False,True
6661,23,32,10,4,28,380,22,True,False,True,True,False
32316,55,31,5,9,29,613,21,True,False,False,False,False
46237,28,26,22,9,23,868,2,True,False,False,False,True
12286,25,20,3,3,22,832,17,False,False,False,False,True
22530,62,8,29,10,23,691,22,True,False,False,True,False
45979,45,40,17,5,27,693,19,True,False,False,True,False
56361,41,48,21,8,21,987,14,True,True,False,True,False
8450,37,2,3,3,24,628,19,False,True,False,False,True
13668,44,46,3,10,5,429,2,False,True,False,False,True
23725,39,29,5,9,28,943,14,False,True,False,True,False
60087,43,32,29,4,21,918,27,False,False,True,True,False
47232,54,33,21,6,18,534,29,True,True,False,False,False
19118,53,47,24,4,26,453,3,False,True,False,False,True
1874,35,39,16,10,25,105,27,False,False,True,False,True
55988,62,52,14,6,20,955,11,False,True,False,True,False
39325,44,42,2,3,1,334,21,False,True,False,True,False
40471,45,45,28,4,27,434,2,False,True,False,False,True
22265,48,55,17,1,23,926,28,True,False,True,False,True
15434,28,27,21,4,7,356,26,True,False,False,True,False
62312,57,37,7,9,16,185,26,True,False,False,True,False
11766,37,58,26,3,25,205,22,True,False,False,False,False
7717,21,49,17,4,17,307,13,True,False,True,False,False
11681,45,18,22,8,27,130,23,False,False,True,False,True
53569,27,56,19,10,22,638,1,True,False,False,False,False
23691,60,26,28,8,23,915,5,False,False,False,False,True
42651,42,32,9,2,13,354,15,True,False,False,False,True
14872,65,38,29,8,25,360,23,True,True,False,True,False
62595,55,48,5,9,19,632,14,False,False,True,False,True
15382,18,30,19,4,3,655,19,True,False,False,False,True
58256,63,3,2,3,0,807,20,True,True,False,False,False
53209,43,1,2,4,16,898,8,True,False,False,True,False
6748,20,14,6,9,8,670,17,True,True,False,True,False
13362,34,40,16,5,10,917,18,True,True,False,False,False
25454,48,46,19,1,19,302,3,True,False,True,True,False
28856,41,57,11,10,21,306,20,True,True,False,False,True
25841,53,18,7,6,12,753,1,True,False,False,False,False
23343,65,42,30,4,4,586,2,True,False,True,False,True
38308,21,28,3,5,24,551,26,True,True,False,False,True
46493,39,1,9,10,24,490,22,False,False,False,False,True
39495,31,55,13,4,22,194,23,True,True,False,False,False
49239,39,9,1,10,21,191,14,True,False,True,False,False
15023,50,34,3,3,11,971,9,True,False,False,False,False
9921,28,25,6,3,5,467,7,True,True,False,True,False
22154,20,22,14,10,8,767,22,True,False,False,True,False
14201,24,48,3,2,13,459,13,False,False,False,True,False
21340,52,20,2,10,18,765,16,False,True,False,False,True
15695,35,43,8,1,29,835,26,True,False,False,False,True
61165,42,40,2,8,30,957,16,True,True,False,True,False
63584,64,24,18,8,18,288,29,True,False,True,False,True
11649,53,43,17,1,22,937,16,True,True,False,True,False
29327,19,59,5,5,29,824,4,False,True,False,True,False
54286,39,38,4,5,28,609,23,False,True,False,False,True
51599,35,14,2,1,11,257,4,False,True,False,False,False
13978,44,26,17,7,5,205,14,True,True,False,False,False
61007,19,54,16,7,30,804,14,True,False,False,True,False
6659,39,53,14,10,16,634,27,False,False,False,False,True
37075,25,36,28,3,26,699,17,True,True,False,False,False
30171,26,29,1,4,8,275,28,True,True,False,True,False
57724,61,48,29,8,21,659,9,False,True,False,False,True
59369,45,33,7,10,29,317,12,False,True,False,True,False
55102,42,3,27,5,26,355,9,False,False,False,True,False
36757,62,21,5,3,2,650,19,False,True,False,False,True
36814,36,49,23,2,17,495,3,False,False,True,False,False
18894,54,39,27,9,21,435,23,True,False,False,False,False
1227,60,11,8,5,22,923,26,False,True,False,False,False
2214,50,29,11,3,25,332,27,False,True,False,False,True
15876,41,26,15,6,2,832,26,False,False,True,False,False
